,fiber,wavelength,element,exptime,arm,X,Y,peak
80,2,404.7708,Hg,2.0,b,4064.5748000000003,484.117,9.0
84,315,404.7708,Hg,2.0,b,2172.0,457.7467,9.0
89,650,404.7708,Hg,2.0,b,129.75740000000002,486.9628,9.0
100,2,546.2268,Hg,2.0,b,4057.5722,2552.764,11.0
104,315,546.2268,Hg,2.0,b,2172.0,2514.9883,11.0
109,650,546.2268,Hg,2.0,b,132.1824,2554.2152,11.0
