,fiber,wavelength,element,exptime,arm,X,Y,peak
0,2,435.956,Hg,2,b,4061.1,893.1,1
1,192,435.956,Hg,2,b,3053.1,873.1,1
2,464,435.956,Hg,2,b,1123.1,882.1,1
3,650,435.956,Hg,2,b,118.1,910.1,1
4,2,546.2268,Hg,2,b,4069.1,2509.1,2
5,192,546.2268,Hg,2,b,3061.1,2483.1,2
6,464,546.2268,Hg,2,b,1130.1,2490.1,2
7,650,546.2268,Hg,2,b,125.1,2523.1,2
